x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,Y
0.09,5.52,0.05,0.14,0.03,0.26,0,0.02,0.13,1.42,0.48,0.006,0.182,11.31,1.45,0.005,0.08,0.09,2.97,0,0.04,0.05,0
0.03,3.62,0.06,0.8,0.04,0.09,0.04,0.04,0.99,0.31,0.01,0.007,0.19,11.4,1.61,0.003,7.11,0.03,1,0.04,0.04,0.04,0
0.03,5.51,0.03,2.18,0.02,0.6,0.01,0.1,1.71,0.03,0.6,0.6,0.193,10.52,1.36,0.003,6.17,0.03,0.21,0.01,0.01,0.04,0
0.02,26.9,0.07,2.49,0.04,0.09,0.09,0.02,1.23,1.48,0.57,0.57,0.106,7.4,1.13,0.005,3.9,0.02,6.52,0.09,0.02,0.04,0
0.03,1.86,0.01,0.87,0.05,0.09,0.04,0.06,0.86,0.11,0.85,0.85,0.101,6.92,1.09,0.008,9.41,0.03,0.5,0.04,0.02,0.06,0
0.03,0.14,0.02,0.43,0.07,0.01,0.01,0.05,0.65,0.2,0.45,0.005,0.013,16.75,1.71,0.003,2.28,0.03,2.87,0.01,0.09,0.01,0
0.06,15.91,0.04,1.85,0.05,0.21,0.04,0.07,1.86,1.05,0.58,0.58,0.006,6.47,1.45,0.003,4.47,0.06,0.06,0.04,0.04,0.01,0
0.02,10.78,0.07,0.23,0.03,0.2,0.05,0.03,0.63,1.03,0.18,0.004,0.031,9.95,1.82,0.003,9.12,0.02,3.08,0.05,0.09,0.08,0
0.07,2.64,0.01,0.12,0.09,0.18,0.08,0,0.49,1.38,0.31,0.009,0.115,18.41,2.09,0.005,3.42,0.07,0.19,0.08,0.1,0.08,0
0.08,14.53,0.09,0.67,0.02,0.39,0.09,0.08,0.31,0.74,0.55,0.55,0.093,8.8,2.02,0.009,7.71,0.08,6.28,0.09,0.01,0.05,0
0.04,20.56,0.09,3.94,0.05,0.08,0.01,0.01,0.72,0.09,0.11,0.003,0.166,17.24,1.1,0.009,0.52,0.04,2.63,0.01,0.06,0.09,0
0.08,9.66,0.08,1.71,0.06,0.05,0.09,0.04,0.13,1.04,0.26,0.001,0.157,11.92,1.57,0.002,0.42,0.08,0.56,0.09,0.07,0,0
0.06,3.4,0.07,0.34,0.08,0.07,0.04,0.02,1.48,0.95,0.91,0.91,0.073,18.24,2.11,0.006,5.34,0.06,0.2,0.04,0.07,0,0
0.02,15.22,0.04,1.01,0.05,0.03,0.07,0.04,0.47,1.02,0.4,0,0.02,19.07,1.88,0.007,10.53,0.02,0.05,0.07,0.01,0.08,0
0.08,4.3,0.08,1.98,0.01,0.05,0.07,0,0.04,1.3,0.03,0.007,0.11,1.14,1.16,0.008,0.05,0.08,0.68,0.07,0.09,0.04,0
0.02,9.99,0.08,0.12,0.04,0.08,0.03,0.09,1.66,1.08,0.32,0.001,0.017,14.42,1.72,0.001,1.31,0.02,0.59,0.03,0.06,0.08,0
0.06,16.67,0.02,0.82,0.03,0.22,0.05,0.02,0.68,1.2,0.26,0.006,0.155,15.78,1.34,0.009,0.98,0.06,3.19,0.05,0.06,0,0
0.01,9.67,0.05,0.59,0.03,0.07,0.01,0.08,1.95,0.99,0.05,0.009,0.156,19.44,1.35,0.006,0.27,0.01,0.49,0.01,0.07,0.02,0
0.04,10.5,0.05,0.7,0.02,0.16,0.02,0.02,1.63,0.67,0.4,0.008,0.143,6.85,1.29,0.008,2.29,0.04,2.23,0.02,0.08,0.03,0
0.07,5.13,0.08,0.76,0.08,0.01,0.02,0.09,1.33,1.08,0.44,0.005,0.093,4.19,2.73,0.001,0.12,0.07,5.01,0.02,0.05,0.01,0
0.1,1.67,0.06,0.93,0.08,0.52,0.01,0.03,0.53,0.93,0.36,0.003,0.102,2.56,1.87,0,5.54,0.1,1.23,0.01,0.09,0.09,0
0.08,0.74,0.09,0.45,0.1,0,0.1,0.07,0.62,0.88,0.25,0.002,0.167,9.3,1.81,0.008,0.3,0.08,2.98,0.1,0.1,0.04,0
0.09,0.02,0.05,2.67,0.01,0.18,0.03,0.1,1.6,0.16,0.02,0.003,0.178,16.69,1.51,0.002,0.81,0.09,2.77,0.03,0.04,0.01,0
0.09,0.86,0.07,2.26,0.01,0.47,0.01,0.06,0.13,0.3,0.2,0.003,0.05,17.08,2,0.005,0.08,0.09,0.82,0.01,0.02,0,0
0.06,6.8,0.09,0.74,0.04,0.15,0.02,0.09,1.94,0.63,0.75,0.75,0.109,9.33,1.35,0.008,0.75,0.06,0.33,0.02,0.07,0.02,0
0.07,2.82,0.09,2.58,0.01,0.21,0.04,0.08,0.51,1.49,0.24,0.003,0.02,4.28,1.97,0.008,8.99,0.07,0.73,0.04,0.06,0.07,0
0.03,1.31,0.03,0.56,0.02,0.01,0.08,0.1,0.18,0.16,0.51,0.51,0.173,8.21,1.59,0.006,0.06,0.03,0.49,0.08,0.09,0.07,0
0,18.66,0.08,1.4,0,0.52,0.07,0.06,0.14,0.75,0.51,0.51,0.093,4.63,2.55,0.009,0.63,0,1.58,0.07,0.05,0.08,0
0.06,0.51,0.03,0.83,0.07,0.06,0.02,0.04,0.89,0.61,0.01,0.001,0.117,12.55,1.36,0.004,2.3,0.06,0.22,0.02,0.08,0.06,0
0.07,3.38,0.07,0.24,0.09,0.25,0.05,0.03,0.08,1.44,0.34,0.004,0.172,1.4,2.1,0.01,4.44,0.07,4.62,0.05,0.08,0.08,0
0.03,0.31,0.08,0.57,0.04,0.08,0.1,0.04,1.78,1.27,0.15,0.002,0.163,18.42,1.53,0.006,0.63,0.03,0.41,0.1,0.09,0.04,0
0.03,1.5,0.01,0.43,0.01,0.09,0.05,0.03,1.32,0.76,0.23,0.004,0.128,15.42,1.43,0.002,1.78,0.03,2.96,0.05,0.01,0.02,0
0.03,11.36,0.07,2.53,0.1,0.02,0.04,0.02,1,0.14,0.36,0.005,0.1,14.42,2.05,0.005,4.95,0.03,0.48,0.04,0.02,0.03,0
0.09,1.8,0.09,0.64,0.05,0.36,0.1,0.07,0.87,1.14,0.79,0.79,0.102,5.54,1.67,0.006,12.83,0.09,2.21,0.1,0.08,0.03,0
0.02,11.78,0.06,1.84,0.06,0.35,0.09,0.06,1.54,0.64,0.26,0.006,0.2,15.3,2.03,0.003,1.66,0.02,1,0.09,0.07,0.04,0
0.08,18.95,0.07,0.27,0.08,0.1,0.07,0.01,1.92,1.36,0.94,0.94,0.128,7.7,1.61,0.008,7.17,0.08,0.02,0.07,0.04,0.03,0
0.06,19.9,0.01,1.65,0.09,0.12,0.06,0,0.07,0.53,0.02,0.001,0.028,11.24,1.53,0.008,5.45,0.06,0.88,0.06,0.04,0.06,0
0.07,14.64,0.09,0.84,0.07,0.08,0.07,0.09,0.98,0.27,0.2,0.005,0.012,8.51,1.18,0.004,4.61,0.07,0.9,0.07,0.03,0.08,0
0.07,0.2,0.05,0.51,0.09,0.31,0.03,0.09,0.91,0.65,0.51,0.51,0.023,16.33,1.89,0.006,3.61,0.07,1.4,0.03,0.06,0.03,0
0.05,11.65,0.07,0.14,0.06,0.04,0.08,0.05,0.39,0.33,0.83,0.83,0.079,16.11,1.69,0.004,2.68,0.05,0.81,0.08,0.1,0.08,0
0.01,5.43,0.04,1.33,0.08,0.01,0.01,0,1.65,0.8,0.54,0.54,0.163,11.16,1.77,0.008,0.1,0.01,0.71,0.01,0.08,0,0
0.09,0.07,0.02,0.08,0.06,0.05,0.03,0.01,0.77,0.81,0.2,0.007,0.148,6.88,1.76,0.008,10.58,0.09,0.02,0.03,0.09,0.02,0
0.05,4.05,0.03,1.68,0.1,0.25,0.06,0.08,0.48,1.36,0.73,0.73,0.164,15.45,1.51,0.008,0.54,0.05,0.37,0.06,0.06,0.02,0
0.08,0.13,0.03,1.72,0.02,0.16,0.04,0.02,1.04,0.63,0.09,0.007,0.179,7.85,1.67,0.001,2.35,0.08,0.83,0.04,0.06,0.09,0
0.09,7.93,0.07,1.4,0.03,0,0.02,0,1.37,1.46,0.59,0.59,0.141,19.21,1.98,0.01,2.61,0.09,0.8,0.02,0.09,0.08,0
0.06,10.76,0.02,0.4,0.03,0.03,0.02,0.04,0.27,0.61,0.65,0.65,0.137,8.2,2.23,0,0.83,0.06,0.85,0.02,0.02,0.06,0
0,6.06,0.03,0.42,0.07,0.24,0.01,0.04,1.05,0.96,0.32,0.008,0.049,1.92,1.72,0.001,9.55,0,0.27,0.01,0.06,0.05,0
0.09,4.84,0.02,0.87,0.04,0.04,0.04,0.09,0.05,0.03,0.24,0.002,0.011,7.21,1.48,0.001,0.56,0.09,0.59,0.04,0.05,0.07,0
0.01,4.66,0.09,2.59,0.06,0.01,0.1,0.09,1.5,0.68,0.8,0.8,0.193,10.68,1.86,0.006,6.4,0.01,1.31,0.1,0.07,0.04,0
0.01,14.71,0.04,0.43,0.02,0.31,0.09,0.03,0.78,1.5,0.36,0,0.004,7.52,2.03,0.002,0.47,0.01,2.73,0.09,0.07,0.02,0
0.05,11.45,0.04,1.17,0.05,0.76,0.01,0.02,0.58,1.07,0.52,0.52,0.103,16.4,2.03,0.005,0.14,0.05,4.93,0.01,0.02,0,0
0.09,6.19,0.02,0.34,0.01,0.45,0.08,0.08,0.56,0.8,0.29,0.001,0.186,3.32,1.71,0,2.53,0.09,6.6,0.08,0.08,0.08,0
0.05,5.83,0.07,0.99,0.01,0.02,0.06,0.06,0.36,0.55,0.03,0.005,0.19,0.27,2.03,0.007,0.05,0.05,0.67,0.06,0.06,0.04,0
0.04,10.02,0.02,0.34,0.07,0.35,0.02,0,0.77,0.79,0.37,0.001,0.147,1.54,2.05,0.006,3.59,0.04,0.77,0.02,0.04,0.06,0
0.07,5.97,0.05,0.97,0.05,0.06,0.03,0.06,1.45,0.65,0.57,0.57,0.19,7.18,1.89,0.009,1.08,0.07,0.8,0.03,0.01,0.09,0
0.05,11.49,0.05,0.69,0.04,0.09,0.05,0.09,0.17,0.59,0.4,0.008,0.153,11.57,1.57,0.008,9.4,0.05,0.31,0.05,0.05,0.07,0
0.04,0.77,0.05,0.99,0.03,0.03,0.01,0.02,0.02,0.47,0.28,0.005,0.141,6.19,1.97,0.007,2.73,0.04,1.49,0.01,0.1,0.09,0
0.02,5.35,0.08,0.94,0.06,0.09,0.03,0.02,1.25,0.51,0.69,0.69,0.111,15.89,1.31,0.001,6.38,0.02,0.39,0.03,0.01,0.03,0
0.04,0.77,0.02,0.72,0.04,0.27,0.1,0.09,1.83,0.77,0.67,0.67,0.089,11.98,1.17,0.001,0.74,0.04,3.47,0.1,0.04,0.07,0
0.06,15.37,0.06,0.47,0.03,0.18,0.06,0.1,1.98,0.99,0.41,0,0.099,10.39,1.82,0.001,1.4,0.06,0.07,0.06,0.07,0.08,0
0.05,1.78,0,0.16,0.06,0.02,0.05,0.08,1.48,0.91,0.74,0.74,0.074,18.99,1.78,0.007,0.19,0.05,0.42,0.05,0.02,0.03,0
0.07,17.35,0.06,0.25,0.06,0.03,0.09,0.09,0.06,1.03,0.44,0.007,0.142,1.74,1.81,0.002,2.56,0.07,0.29,0.09,0.08,0.02,0
0.04,0.46,0.08,0.37,0.06,0,0.03,0.01,1.64,1.39,0.3,0.005,0.156,16.32,1.27,0.003,2.24,0.04,0.6,0.03,0.01,0.06,0
0.02,16.13,0.04,0.9,0.06,0.09,0.05,0.03,0.75,1.25,0.28,0.002,0.083,15.98,1.1,0.005,0.59,0.02,3.05,0.05,0.03,0.04,0
0.04,4.54,0.03,0.24,0.08,0.12,0.07,0.03,0.81,1.27,0.53,0.53,0.057,17.36,2.01,0.005,0.25,0.04,0.08,0.07,0.01,0.01,0
0,8.39,0.03,0.51,0.08,0.02,0.06,0.01,1.67,0.02,0.1,0.007,0.028,14.45,2.26,0.009,0.38,0,5.18,0.06,0.04,0.03,0
0.08,18.98,0.07,0.94,0.1,0.06,0.05,0.08,0.44,0.67,0.59,0.59,0.042,15.39,1.82,0.006,2.47,0.08,0.16,0.05,0.03,0.02,0
0.06,0.46,0.07,1.99,0.09,0.32,0.06,0.06,0.48,1.48,0.06,0.001,0.117,3.29,1.68,0.004,6.04,0.06,2.64,0.06,0.03,0.09,0
0.03,21.03,0.01,1.84,0.06,0.35,0.05,0.03,1.76,0.33,0.17,0,0.126,5.09,2.52,0.008,2.64,0.03,2.12,0.05,0.04,0.08,0
0.01,21.68,0.02,1.01,0.06,0.08,0.06,0.1,1.73,0.06,0.42,0.003,0.064,15.65,2.43,0.004,1.05,0.01,6.64,0.06,0.02,0.01,0
0.04,8.31,0.02,0.69,0.03,0.31,0.05,0.03,0.98,0.79,0.72,0.72,0.115,1.26,1.44,0.002,0.12,0.04,0.34,0.05,0.03,0.07,0
0.06,0.37,0.03,3.24,0.09,0.09,0.04,0.03,0.04,0.61,0.21,0.001,0.089,9.35,1.33,0.004,8.6,0.06,1.89,0.04,0.03,0.06,0
0.04,3.72,0.04,0.62,0.05,0.52,0.08,0.09,1.38,0.13,0.36,0.002,0.117,19.18,1.25,0.001,0.2,0.04,0.79,0.08,0.03,0.01,0
0.06,14.04,0.08,1.03,0.02,0.05,0.07,0.09,0.16,1.01,0.76,0.76,0.168,18.17,1.24,0.009,4.84,0.06,2.32,0.07,0.1,0,0
0.09,7.96,0.09,0.29,0.09,0.03,0.04,0.09,1.49,1.45,0.42,0.009,0.159,3.66,1.44,0.001,0.24,0.09,1.9,0.04,0.09,0,0
0.04,2.41,0.07,0.19,0.01,0.37,0.06,0.03,0.96,1.45,0.44,0.007,0.039,0.67,2.37,0.005,2.46,0.04,1.43,0.06,0.09,0.03,0
0.09,0.67,0.08,1.71,0.1,0.45,0.03,0.1,0.99,0.87,0.39,0.002,0.17,5.35,1.86,0.001,10.6,0.09,1.54,0.03,0.03,0.07,0
0.07,2,0.07,0.65,0.08,0.04,0.04,0.03,1.19,0.26,0,0,0.034,17.64,1.71,0.004,3.86,0.07,1.43,0.04,0.05,0.06,0
0.1,6.63,0,0.37,0.05,0.1,0.09,0.07,0.28,1.16,0,0,0.005,11.32,1.29,0.005,1.47,0.1,0.75,0.09,0.07,0.08,0
0.06,14.47,0.07,0.51,0.07,0.57,0.06,0.03,0.75,0.34,0,0,0.104,17.03,2.27,0.009,0.47,0.06,0.02,0.06,0,0.08,0
0.1,0.96,0,0.26,0.03,0.06,0.03,0.07,0.93,1.44,0,0,0.199,13.04,1.57,0.01,1.89,0.1,1.06,0.03,0.01,0.05,0
0.03,2.31,0.08,0.17,0.04,0.09,0.02,0.02,0.77,1.23,0,0,0.112,11.75,1.47,0.008,0.44,0.03,0.83,0.02,0.01,0.04,0
0.1,14.18,0.04,0.03,0.03,0.14,0.02,0.03,0.31,1.1,0,0,0.072,3.83,1.89,0.008,5.22,0.1,6.97,0.02,0.08,0.09,0
0.01,3.25,0.07,0.74,0.06,0.26,0.09,0.04,1.95,1.29,0,0,0.088,17.04,1.12,0.004,8.65,0.01,4.98,0.09,0.06,0.05,0
0.03,12.65,0,0.21,0.03,0.11,0.03,0.08,0.8,0.63,0,0,0.112,9.93,2,0.001,0.74,0.03,0.55,0.03,0.08,0.05,0
0.06,0.47,0,1.15,0.03,0.03,0.08,0.07,1.88,1.34,0,0,0.116,3.27,1.92,0.009,6.12,0.06,0.51,0.08,0.06,0.06,0
0.01,4.11,0,0.17,0.01,0.08,0.06,0.01,0.42,1.2,0,0,0.056,7.12,1.4,0.006,3,0.01,2.19,0.06,0.03,0.02,0
0.02,13.08,0.01,0.23,0.07,0.65,0.01,0.08,0.96,1.41,0,0,0.13,11.99,1.83,0.001,6.17,0.02,3.16,0.01,0.07,0.03,0
0.08,0.28,0.06,1.37,0.09,0.03,0.01,0.07,0.91,1.26,0,0,0.16,16,1.25,0.004,7.38,0.08,0.62,0.01,0.06,0.08,0
0.09,10.3,0.02,0.31,0.01,0.01,0.09,0.04,0.79,0.37,0,0,0.118,17.17,2.09,0.006,0.22,0.09,2.97,0.09,0.09,0.03,0
0.08,0.59,0.1,0.73,0.02,0.07,0,0.04,0.01,1.1,0,0,0.142,18.16,1.91,0.006,4.87,0.08,0.93,0,0.09,0.08,0
0.04,0.16,0.05,3,0.03,0.19,0.07,0.04,0.84,0.04,0,0,0.123,2.99,2.03,0.003,1.31,0.04,0.21,0.07,0.02,0.06,0
0.09,1.29,0.08,0.81,0.06,0.43,0,0.04,1.3,0.95,0,0,0.133,18.93,2.21,0.008,0.37,0.09,2.01,0,0.05,0.09,0
0.02,12.22,0.01,0.13,0,0.43,0.03,0.08,0.25,0.41,0,0,0.158,17.93,1.2,0.005,8.59,0.02,1.09,0.03,0.09,0.04,0
0.03,0.23,0.08,0.08,0.02,0.03,0.07,0.05,1.26,0.13,0,0,0.165,4.27,1.9,0,3.56,0.03,0.42,0.07,0.04,0.01,0
0.02,18.17,0.04,0.55,0,0.08,0.04,0.03,1.56,1.15,0,0,0.044,13.3,1.51,0.004,0.5,0.02,2.11,0.04,0.01,0.03,0
0.08,3.5,0.08,1.74,0.02,0.27,0.06,0,0.19,0.29,0,0,0.099,12.6,1.27,0.004,4.73,0.08,2.4,0.06,0.08,0.07,0
0.03,0.6,0.1,0.9,0.05,0.16,0.09,0,0.4,0.71,0,0,0.022,3.47,2.18,0.009,5.91,0.03,0.89,0.09,0.04,0.02,0
0.09,3.45,0.04,0.94,0.01,0.01,0.01,0.09,1.37,1.39,0,0,0.108,4.22,2.2,0.002,5.39,0.09,0.29,0.01,0,0.04,0
0.02,11.63,0,0.71,0.09,0.12,0.06,0.06,0.3,0.14,0,0,0.044,6.23,1.58,0,2.12,0.02,0.4,0.06,0.06,0.07,0
0.08,12.94,0.1,2.62,0.03,0.07,0.08,0.04,1.29,0.13,0,0,0.169,10.09,2.36,0.006,3.49,0.08,5.37,0.08,0.07,0.01,0
0.06,12.21,0.03,0.79,0.08,0.2,0.05,0.01,0.89,0.7,0,0,0.122,18.9,1.59,0.002,0.25,0.06,1.98,0.05,0.04,0.05,0
0.05,14.6,0.04,0.67,0.09,0.17,0,0.1,1.16,1.32,0,0,0.188,11.97,1.1,0.006,0.58,0.05,0.74,0,0.06,0.07,0
0.01,0.41,0.08,1.56,0.09,0.08,0.08,0.02,1.08,1.18,0,0,0.105,4.01,1.3,0.006,7.23,0.01,0.55,0.08,0.01,0.06,0
0,13.91,0.02,0.01,0.08,0.27,0.03,0,0.15,0.19,0,0,0.036,4.38,1.61,0.008,0.24,0,0.34,0.03,0.08,0.08,0
0.05,25.25,0.04,0.28,0,0.01,0.05,0.06,1.23,0.84,0,0,0.063,11.51,1.4,0.001,2.83,0.05,1.42,0.05,0.05,0.05,0
0.05,0.95,0.01,0.07,0.06,0.07,0.07,0,1.69,1.32,0,0,0.063,17.26,1.53,0.003,4.5,0.05,0.5,0.07,0.05,0,0
0.04,10.72,0.03,0.11,0.05,0.02,0.07,0.03,0.36,0.64,0,0,0.005,1.95,2.44,0.001,2.3,0.04,0.94,0.07,0.06,0.05,0
0.05,7.75,0.09,0.75,0.06,0.66,0.08,0.06,0.09,0.71,0,0,0.115,9.09,2.54,0.004,3.59,0.05,0.35,0.08,0.05,0.01,0
0.09,0.03,0.06,1.79,0.07,0.04,0.04,0.01,0.3,1.24,0,0,0.098,11.77,1.36,0.003,5.19,0.09,0.21,0.04,0.02,0.05,0
0.09,1.5,0.06,0.39,0.01,0.19,0.07,0.03,0.05,0.1,0,0,0.165,11.8,1.73,0.006,0.36,0.09,0.85,0.07,0.07,0.09,0
0.02,17.44,0,1,0.01,0.46,0.08,0.03,1.27,0.21,0,0,0.092,5.95,1.38,0.01,0.42,0.02,1.42,0.08,0.04,0.09,0
0.07,4.73,0.02,0.39,0.05,0.2,0.05,0.05,1.44,0.58,0,0,0.066,1.21,1.37,0.003,0.01,0.07,0.49,0.05,0.06,0.02,0
0.1,0.25,0.02,0.03,0.03,0.27,0.05,0.09,0.16,0.23,0,0,0.093,7.7,1.93,0.004,0.35,0.1,6.84,0.05,0.02,0.05,0
0.08,12.69,0.06,0.38,0.07,0.08,0.05,0.04,1.13,1.43,0,0,0.152,7.63,1.46,0.005,3.43,0.08,0.68,0.05,0.03,0.05,0
0.08,11.39,0.04,0.82,0,0.04,0.03,0.02,1.82,0.44,0,0,0.022,15.33,2.2,0.007,4.51,0.08,0.11,0.03,0.04,0.06,0
0.01,9.15,0.01,2.89,0.03,0.15,0.03,0.05,0.75,0.09,0,0,0.183,11.96,1.99,0.001,0.1,0.01,1.75,0.03,0.09,0.05,0
0.02,4.07,0.01,0.26,0.07,0.33,0,0.04,1.33,0.18,0,0,0.041,16.41,2.13,0.01,2.25,0.02,0.2,0,0.03,0.07,0
0.03,20.34,0.02,0.24,0.09,0.14,0.06,0.07,0.87,0.29,0,0,0.195,8.5,2.32,0.007,0.11,0.03,6.11,0.06,0.08,0.02,0
0.04,3.51,0.04,0.44,0.08,0.04,0.05,0.02,0.36,0.37,0,0,0.033,9.65,1.71,0.005,3.39,0.04,0.25,0.05,0.09,0.06,0
0.01,0,0,0.33,0,0.39,0.01,0.08,1.95,0.56,0,0,0.006,16.55,2.51,0.009,5.52,0.01,0.2,0.01,0.03,0.01,0
0.04,7.4,0.1,0.14,0.08,0.23,0.02,0.03,0.01,1.28,0,0,0.144,2.44,2.17,0.002,0.53,0.04,1.87,0.02,0.09,0.07,0
0.03,0.03,0.05,0.19,0.04,0.03,0.07,0.08,0.75,1.26,0,0,0.097,0.63,1.38,0.006,7.69,0.03,0.16,0.07,0.08,0.08,0
0.06,0.75,0.07,0.64,0.05,0.08,0.02,0.1,0.36,1.14,0,0,0.065,1.34,2.73,0.01,0.24,0.06,0.54,0.02,0.03,0.06,0
0.09,4.21,0.06,0.5,0.09,0.07,0.1,0.06,1.99,0.81,0,0,0.098,4.75,1.66,0.003,4.38,0.09,0.06,0.1,0.06,0.02,0
0.08,2.95,0.01,0.03,0.03,0.05,0.07,0.09,0.11,1.46,0,0,0.005,7.88,1.11,0.002,11.71,0.08,0.79,0.07,0.04,0.07,0
0.06,0.97,0.05,3.01,0.01,0.09,0.04,0.04,1.05,0.31,0,0,0.17,7.5,1.93,0.001,0.21,0.06,2.25,0.04,0.09,0.06,0
0.07,0.64,0.01,0.98,0.03,0.04,0.03,0.01,0.8,0.36,0,0,0.087,7.59,1.09,0.01,3.39,0.07,1.69,0.03,0.08,0.08,0
0.07,0.14,0.1,1.53,0.09,0.02,0.06,0,1.32,0.83,0,0,0.072,7.98,1.85,0,0.37,0.07,3.09,0.06,0.02,0,0
0.02,3.95,0.09,0.55,0.08,0.07,0.01,0.01,0.68,1.36,0,0,0.126,1.78,1.69,0.007,0.18,0.02,0.06,0.01,0.09,0.08,0
0.04,20.87,0.04,1,0.07,0.14,0.04,0.04,0.82,0.1,0,0,0.044,14.24,1.9,0.005,0.49,0.04,2.37,0.04,0.09,0.03,0
0.1,2.39,0.04,0.05,0,0.58,0.04,0.05,1.32,0.59,0,0,0.122,16.34,2.17,0.009,1.43,0.1,1.27,0.04,0.05,0.05,0
0.1,2.14,0.02,0.84,0.01,0.07,0.05,0.01,0.04,0.6,0,0,0.016,2.88,2.29,0.002,9.77,0.1,6.22,0.05,0.01,0.08,0
0.06,2.93,0.04,0.06,0.05,0.07,0.07,0.05,1.43,0.19,0,0,0.097,11.05,1.37,0.001,4.83,0.06,0.64,0.07,0.04,0.01,0
0.02,9.95,0.01,2.68,0.08,0.04,0.03,0.07,0.75,0.2,0,0,0.104,5.7,2.29,0.006,7.66,0.02,4.95,0.03,0.05,0.08,0
0.04,1.86,0.1,0.39,0.08,0.09,0.05,0.02,1.33,0.58,0,0,0.168,17.76,2.38,0.008,4.52,0.04,0.81,0.05,0.09,0.05,0
0.04,3.64,0.07,3.6,0.07,0.17,0,0.01,1.43,1.34,0,0,0.069,7.17,1.32,0.002,0.04,0.04,1.32,0,0.06,0.03,0
0.09,0.1,0.07,0.75,0.05,0.24,0.04,0.08,1.77,0.06,0,0,0.098,1.04,2.01,0.009,2.01,0.09,0.51,0.04,0.07,0.05,0
0.01,3.81,0.01,0.4,0.08,0.27,0.05,0.07,1.93,0.45,0,0,0.124,4.04,1.87,0.007,8.42,0.01,3.32,0.05,0.03,0.02,0
0.08,9.06,0.01,0.9,0.03,0.04,0.07,0.09,0.85,1.21,0,0,0.103,13.76,2.04,0.001,2.28,0.08,0.93,0.07,0.06,0.03,0
0.04,0.17,0.01,0.49,0,0.04,0.06,0.08,0.2,0.64,0,0,0.132,4.71,2.09,0.004,1.17,0.04,2.26,0.06,0.08,0.04,0
0.05,12.74,0.01,0.19,0,0.39,0.03,0.02,1.95,1.16,0,0,0.047,4.2,1.32,0.008,0.06,0.05,1.8,0.03,0.02,0.01,0
0.04,3.07,0.01,0.04,0.06,0.35,0.04,0.04,0.1,1.08,0,0,0.002,18.08,2.16,0.003,3.18,0.04,0.8,0.04,0.02,0.01,0
0.02,6.21,0.05,0.15,0.01,0.05,0.02,0.07,1.72,0.49,0,0,0.093,7.62,1.41,0.009,0.48,0.02,4.4,0.02,0.06,0.07,0
0.01,2.77,0.1,0.44,0.08,0.17,0.08,0.08,0.4,1.09,0,0,0.14,3.76,1.55,0.005,6.62,0.01,2.34,0.08,0.07,0.04,0
0.03,8.89,0,0.23,0.03,0.22,0.02,0.03,1.74,0.66,0,0,0.091,0.76,2.02,0.008,2.89,0.03,1.25,0.02,0.09,0.05,0
0.07,0.49,0.05,0.07,0.04,0.31,0.08,0.03,1.29,0.83,0,0,0.152,13.34,1.95,0.005,0.35,0.07,4.38,0.08,0.08,0.09,0
0.07,5.8,0.05,0.57,0.01,0.1,0.02,0.07,1.08,0.7,0,0,0.106,9.87,1.55,0.008,5.82,0.07,1.87,0.02,0.1,0.07,0
0.09,6.5,0,1.02,0.09,0.2,0.03,0.06,0.2,1.15,0,0,0.133,8.3,1.71,0,0.15,0.09,0.22,0.03,0.09,0.02,0
0.01,10.44,0.1,0.65,0.07,0.44,0.01,0.06,0.92,1.2,0,0,0.01,19.41,1.97,0.002,0.01,0.01,2,0.01,0,0.04,0
0.05,5.25,0.04,3.79,0.08,0.04,0.02,0.01,1.05,0.68,0,0,0.159,7.93,2.38,0.004,0.08,0.05,1.08,0.02,0.1,0.03,0
0.06,20.38,0.08,2.3,0.03,0.4,0.05,0.05,0.26,0.16,0,0,0.176,7.08,1.65,0.009,1.34,0.06,2.31,0.05,0.09,0.09,0
0.03,14.89,0.07,1.85,0.04,0.05,0.07,0.03,0.93,0.85,0,0,0.167,15.89,1.33,0.01,3.48,0.03,0.13,0.07,0.06,0,0
0.03,12.18,0,0.7,0.04,0.11,0.04,0.06,0.86,1.34,0,0,0.086,1.93,1.37,0.002,2.58,0.03,0.78,0.04,0,0.01,0
0.04,15.89,0.03,1.86,0.08,0.19,0.03,0.02,0.61,0.35,0,0,0.132,8.39,2.93,0,2.23,0.04,5.57,0.03,0.07,0.01,0
0.02,2.14,0.1,0.27,0,0.41,0.07,0.07,0.4,0.79,0,0,0.122,7.76,1.86,0.009,1.65,0.02,0.28,0.07,0.06,0.01,0
0.05,10.77,0.02,0.91,0.07,0.6,0.07,0.02,1.5,0.23,0,0,0.166,17.08,1.84,0.003,2.53,0.05,0.15,0.07,0.02,0.07,0
0.05,18.4,0.05,0.85,0.04,0.09,0.03,0.08,0.4,0.59,0,0,0.04,19.18,2.37,0.01,2.15,0.05,0.03,0.03,0.06,0.02,0
0.03,0.46,0.09,2.36,0.09,0.6,0.07,0.01,0.18,0.91,0,0,0.174,7.46,1.83,0.005,2.14,0.03,2.3,0.07,0.1,0.06,0
0.01,12.37,0.07,0.45,0.04,0.7,0.02,0.02,1.75,0.19,0,0,0.045,4.63,1.7,0.007,1.7,0.01,4.15,0.02,0.02,0.06,0
